Delivery Date,Delivery Hour,Delivery Interval,Repeated Hour Flag,Settlement Point Name,Settlement Point Type,Settlement Point Price
01/04/2023,11,2,N,LZ_WEST,LZEW,14.63
01/04/2023,11,3,N,LZ_WEST,LZ,10.15
01/04/2023,11,3,N,LZ_WEST,LZEW,10.15
01/04/2023,11,4,N,LZ_WEST,LZ,13.50
01/04/2023,11,4,N,LZ_WEST,LZEW,13.50
01/04/2023,12,1,N,HB_BUSAVG,SH,13.03
01/04/2023,12,2,N,HB_BUSAVG,SH,14.65
01/04/2023,12,3,N,HB_BUSAVG,SH,15.89
01/04/2023,12,4,N,HB_BUSAVG,SH,15.82
01/04/2023,12,1,N,HB_HOUSTON,HU,12.95
01/04/2023,12,2,N,HB_HOUSTON,HU,14.02
01/04/2023,12,3,N,HB_HOUSTON,HU,14.88
01/04/2023,12,4,N,HB_HOUSTON,HU,14.81
01/04/2023,12,1,N,HB_HUBAVG,AH,12.81
01/04/2023,12,2,N,HB_HUBAVG,AH,14.17
01/04/2023,12,3,N,HB_HUBAVG,AH,15.25
01/04/2023,12,4,N,HB_HUBAVG,AH,15.20
01/04/2023,12,1,N,HB_NORTH,HU,13.37
01/04/2023,12,2,N,HB_NORTH,HU,15.63
01/04/2023,12,3,N,HB_NORTH,HU,17.31
01/04/2023,12,4,N,HB_NORTH,HU,17.21
01/04/2023,12,1,N,HB_PAN,HU,12.79
01/04/2023,12,2,N,HB_PAN,HU,15.57
01/04/2023,12,3,N,HB_PAN,HU,17.64
01/04/2023,12,4,N,HB_PAN,HU,17.56
01/04/2023,12,1,N,HB_SOUTH,HU,12.67
01/04/2023,12,2,N,HB_SOUTH,HU,12.99
01/04/2023,12,3,N,HB_SOUTH,HU,13.30
01/04/2023,12,4,N,HB_SOUTH,HU,13.20
01/04/2023,12,1,N,HB_WEST,HU,12.26
01/04/2023,12,2,N,HB_WEST,HU,14.06
01/04/2023,12,3,N,HB_WEST,HU,15.50
01/04/2023,12,4,N,HB_WEST,HU,15.59
01/04/2023,12,1,N,LZ_AEN,LZ,12.58
01/04/2023,12,1,N,LZ_AEN,LZEW,12.58
01/04/2023,12,2,N,LZ_AEN,LZ,12.99
01/04/2023,12,2,N,LZ_AEN,LZEW,12.99
01/04/2023,12,3,N,LZ_AEN,LZ,13.38
01/04/2023,12,3,N,LZ_AEN,LZEW,13.38
01/04/2023,12,4,N,LZ_AEN,LZ,13.32
01/04/2023,12,4,N,LZ_AEN,LZEW,13.32
01/04/2023,12,1,N,LZ_CPS,LZ,12.64
01/04/2023,12,1,N,LZ_CPS,LZEW,12.64
01/04/2023,12,2,N,LZ_CPS,LZ,12.77
01/04/2023,12,2,N,LZ_CPS,LZEW,12.77
01/04/2023,12,3,N,LZ_CPS,LZ,12.94
01/04/2023,12,3,N,LZ_CPS,LZEW,12.93
01/04/2023,12,4,N,LZ_CPS,LZ,12.81
01/04/2023,12,4,N,LZ_CPS,LZEW,12.81
01/04/2023,12,1,N,LZ_HOUSTON,LZ,12.94
01/04/2023,12,1,N,LZ_HOUSTON,LZEW,12.94
01/04/2023,12,2,N,LZ_HOUSTON,LZ,13.99
01/04/2023,12,2,N,LZ_HOUSTON,LZEW,13.99
01/04/2023,12,3,N,LZ_HOUSTON,LZ,14.83
01/04/2023,12,3,N,LZ_HOUSTON,LZEW,14.83
01/04/2023,12,4,N,LZ_HOUSTON,LZ,14.76
01/04/2023,12,4,N,LZ_HOUSTON,LZEW,14.76
01/04/2023,12,1,N,LZ_LCRA,LZ,12.48
01/04/2023,12,1,N,LZ_LCRA,LZEW,12.48
01/04/2023,12,2,N,LZ_LCRA,LZEW,12.77
01/04/2023,12,2,N,LZ_LCRA,LZ,12.76
01/04/2023,12,3,N,LZ_LCRA,LZ,13.07
01/04/2023,12,3,N,LZ_LCRA,LZEW,13.07
01/04/2023,12,4,N,LZ_LCRA,LZ,12.92
01/04/2023,12,4,N,LZ_LCRA,LZEW,12.92
01/04/2023,12,1,N,LZ_NORTH,LZEW,13.67
01/04/2023,12,1,N,LZ_NORTH,LZ,13.66
01/04/2023,12,2,N,LZ_NORTH,LZ,16.05
01/04/2023,12,2,N,LZ_NORTH,LZEW,16.05
01/04/2023,12,3,N,LZ_NORTH,LZ,17.81
01/04/2023,12,3,N,LZ_NORTH,LZEW,17.81
01/04/2023,12,4,N,LZ_NORTH,LZ,17.71
01/04/2023,12,4,N,LZ_NORTH,LZEW,17.71
01/04/2023,12,1,N,LZ_RAYBN,LZ,13.50
01/04/2023,12,1,N,LZ_RAYBN,LZEW,13.51
01/04/2023,12,2,N,LZ_RAYBN,LZ,15.98
01/04/2023,12,2,N,LZ_RAYBN,LZEW,15.98
01/04/2023,12,3,N,LZ_RAYBN,LZ,17.82
01/04/2023,12,3,N,LZ_RAYBN,LZEW,17.81
01/04/2023,12,4,N,LZ_RAYBN,LZEW,17.70
01/04/2023,12,4,N,LZ_RAYBN,LZ,17.70
01/04/2023,12,1,N,LZ_SOUTH,LZ,12.67
01/04/2023,12,1,N,LZ_SOUTH,LZEW,12.67
01/04/2023,12,2,N,LZ_SOUTH,LZ,13
01/04/2023,12,2,N,LZ_SOUTH,LZEW,13
01/04/2023,12,3,N,LZ_SOUTH,LZ,13.29
01/04/2023,12,3,N,LZ_SOUTH,LZEW,13.29
01/04/2023,12,4,N,LZ_SOUTH,LZ,13.20
01/04/2023,12,4,N,LZ_SOUTH,LZEW,13.20
01/04/2023,12,1,N,LZ_WEST,LZ,12.15
01/04/2023,12,1,N,LZ_WEST,LZEW,12.15
01/04/2023,12,2,N,LZ_WEST,LZ,11.93
01/04/2023,12,2,N,LZ_WEST,LZEW,11.93
01/04/2023,12,3,N,LZ_WEST,LZ,11.76
01/04/2023,12,3,N,LZ_WEST,LZEW,11.76
01/04/2023,12,4,N,LZ_WEST,LZ,12.09
01/04/2023,12,4,N,LZ_WEST,LZEW,12.09
01/04/2023,13,1,N,HB_BUSAVG,SH,15.68
01/04/2023,13,2,N,HB_BUSAVG,SH,13.33
01/04/2023,13,3,N,HB_BUSAVG,SH,14.85
01/04/2023,13,4,N,HB_BUSAVG,SH,14.48
01/04/2023,13,1,N,HB_HOUSTON,HU,15.01
01/04/2023,13,2,N,HB_HOUSTON,HU,13.11
01/04/2023,13,3,N,HB_HOUSTON,HU,14.61
01/04/2023,13,4,N,HB_HOUSTON,HU,14.34
01/04/2023,13,1,N,HB_HUBAVG,AH,15.23
01/04/2023,13,2,N,HB_HUBAVG,AH,13.09
01/04/2023,13,3,N,HB_HUBAVG,AH,14.58
01/04/2023,13,4,N,HB_HUBAVG,AH,14.25
01/04/2023,13,1,N,HB_NORTH,HU,16.67
01/04/2023,13,2,N,HB_NORTH,HU,13.78
01/04/2023,13,3,N,HB_NORTH,HU,15.35
01/04/2023,13,4,N,HB_NORTH,HU,14.87
01/04/2023,13,1,N,HB_PAN,HU,16.66
01/04/2023,13,2,N,HB_PAN,HU,13.37
01/04/2023,13,3,N,HB_PAN,HU,14.89
01/04/2023,13,4,N,HB_PAN,HU,14.32
01/04/2023,13,1,N,HB_SOUTH,HU,13.86
01/04/2023,13,2,N,HB_SOUTH,HU,12.61
01/04/2023,13,3,N,HB_SOUTH,HU,14.09
01/04/2023,13,4,N,HB_SOUTH,HU,13.97
01/04/2023,13,1,N,HB_WEST,HU,15.36
01/04/2023,13,2,N,HB_WEST,HU,12.87
01/04/2023,13,3,N,HB_WEST,HU,14.28
01/04/2023,13,4,N,HB_WEST,HU,13.82
01/04/2023,13,1,N,LZ_AEN,LZ,13.93
01/04/2023,13,1,N,LZ_AEN,LZEW,13.93
01/04/2023,13,2,N,LZ_AEN,LZ,12.61
01/04/2023,13,2,N,LZ_AEN,LZEW,12.61
01/04/2023,13,3,N,LZ_AEN,LZ,14.07
01/04/2023,13,3,N,LZ_AEN,LZEW,14.07
01/04/2023,13,4,N,LZ_AEN,LZ,13.93
01/04/2023,13,4,N,LZ_AEN,LZEW,13.93
01/04/2023,13,1,N,LZ_CPS,LZ,13.58
01/04/2023,13,1,N,LZ_CPS,LZEW,13.58
01/04/2023,13,2,N,LZ_CPS,LZEW,12.51
01/04/2023,13,2,N,LZ_CPS,LZ,12.51
01/04/2023,13,3,N,LZ_CPS,LZ,13.99
01/04/2023,13,3,N,LZ_CPS,LZEW,13.99
01/04/2023,13,4,N,LZ_CPS,LZEW,13.92
01/04/2023,13,4,N,LZ_CPS,LZ,13.92
01/04/2023,13,1,N,LZ_HOUSTON,LZ,14.97
01/04/2023,13,1,N,LZ_HOUSTON,LZEW,14.97
01/04/2023,13,2,N,LZ_HOUSTON,LZ,13.09
01/04/2023,13,2,N,LZ_HOUSTON,LZEW,13.09
01/04/2023,13,3,N,LZ_HOUSTON,LZ,14.60
01/04/2023,13,3,N,LZ_HOUSTON,LZEW,14.60
01/04/2023,13,4,N,LZ_HOUSTON,LZ,14.33
01/04/2023,13,4,N,LZ_HOUSTON,LZEW,14.33
01/04/2023,13,1,N,LZ_LCRA,LZ,13.59
01/04/2023,13,1,N,LZ_LCRA,LZEW,13.59
01/04/2023,13,2,N,LZ_LCRA,LZ,12.41
01/04/2023,13,2,N,LZ_LCRA,LZEW,12.41
01/04/2023,13,3,N,LZ_LCRA,LZ,13.90
01/04/2023,13,3,N,LZ_LCRA,LZEW,13.90
01/04/2023,13,4,N,LZ_LCRA,LZ,13.82
01/04/2023,13,4,N,LZ_LCRA,LZEW,13.82
01/04/2023,13,1,N,LZ_NORTH,LZ,17.10
01/04/2023,13,1,N,LZ_NORTH,LZEW,17.10
01/04/2023,13,2,N,LZ_NORTH,LZ,14.09
01/04/2023,13,2,N,LZ_NORTH,LZEW,14.10
01/04/2023,13,3,N,LZ_NORTH,LZ,15.69
01/04/2023,13,3,N,LZ_NORTH,LZEW,15.69
01/04/2023,13,4,N,LZ_NORTH,LZEW,15.19
01/04/2023,13,4,N,LZ_NORTH,LZ,15.19
01/04/2023,13,1,N,LZ_RAYBN,LZ,17.02
01/04/2023,13,1,N,LZ_RAYBN,LZEW,17.03
01/04/2023,13,2,N,LZ_RAYBN,LZ,13.94
01/04/2023,13,2,N,LZ_RAYBN,LZEW,13.95
01/04/2023,13,3,N,LZ_RAYBN,LZ,15.53
01/04/2023,13,3,N,LZ_RAYBN,LZEW,15.53
01/04/2023,13,4,N,LZ_RAYBN,LZ,15.02
01/04/2023,13,4,N,LZ_RAYBN,LZEW,15.02
01/04/2023,13,1,N,LZ_SOUTH,LZ,13.83
01/04/2023,13,1,N,LZ_SOUTH,LZEW,13.83
01/04/2023,13,2,N,LZ_SOUTH,LZEW,12.58
01/04/2023,13,2,N,LZ_SOUTH,LZ,12.56
01/04/2023,13,3,N,LZ_SOUTH,LZ,14.03
01/04/2023,13,3,N,LZ_SOUTH,LZEW,14.03
01/04/2023,13,4,N,LZ_SOUTH,LZ,13.90
01/04/2023,13,4,N,LZ_SOUTH,LZEW,13.90
01/04/2023,13,1,N,LZ_WEST,LZ,13.05
01/04/2023,13,1,N,LZ_WEST,LZEW,13.05
01/04/2023,13,2,N,LZ_WEST,LZ,12.02
01/04/2023,13,2,N,LZ_WEST,LZEW,12.03
01/04/2023,13,3,N,LZ_WEST,LZ,13.27
01/04/2023,13,3,N,LZ_WEST,LZEW,13.27
01/04/2023,13,4,N,LZ_WEST,LZEW,13.06
01/04/2023,13,4,N,LZ_WEST,LZ,13.06
01/04/2023,14,1,N,HB_BUSAVG,SH,14.64
01/04/2023,14,2,N,HB_BUSAVG,SH,13.27
01/04/2023,14,3,N,HB_BUSAVG,SH,9.39
01/04/2023,14,4,N,HB_BUSAVG,SH,2.30
01/04/2023,14,1,N,HB_HOUSTON,HU,14.57
01/04/2023,14,2,N,HB_HOUSTON,HU,13.39
01/04/2023,14,3,N,HB_HOUSTON,HU,9.60
01/04/2023,14,4,N,HB_HOUSTON,HU,2.34
01/04/2023,14,1,N,HB_HUBAVG,AH,14.41
01/04/2023,14,2,N,HB_HUBAVG,AH,13.07
01/04/2023,14,3,N,HB_HUBAVG,AH,9.24
01/04/2023,14,4,N,HB_HUBAVG,AH,2.23
01/04/2023,14,1,N,HB_NORTH,HU,14.98
01/04/2023,14,2,N,HB_NORTH,HU,13.42
01/04/2023,14,3,N,HB_NORTH,HU,9.42
01/04/2023,14,4,N,HB_NORTH,HU,2.36
01/04/2023,14,1,N,HB_PAN,HU,14.33
01/04/2023,14,2,N,HB_PAN,HU,12.59
01/04/2023,14,3,N,HB_PAN,HU,8.63
01/04/2023,14,4,N,HB_PAN,HU,2.09
01/04/2023,14,1,N,HB_SOUTH,HU,14.32
01/04/2023,14,2,N,HB_SOUTH,HU,13.50
01/04/2023,14,3,N,HB_SOUTH,HU,9.90
01/04/2023,14,4,N,HB_SOUTH,HU,2.36
01/04/2023,14,1,N,HB_WEST,HU,13.77
01/04/2023,14,2,N,HB_WEST,HU,11.96
01/04/2023,14,3,N,HB_WEST,HU,8.04
01/04/2023,14,4,N,HB_WEST,HU,1.87
01/04/2023,14,1,N,LZ_AEN,LZ,14.23
01/04/2023,14,1,N,LZ_AEN,LZEW,14.24
01/04/2023,14,2,N,LZ_AEN,LZ,13.30
01/04/2023,14,2,N,LZ_AEN,LZEW,13.31
01/04/2023,14,3,N,LZ_AEN,LZ,9.66
01/04/2023,14,3,N,LZ_AEN,LZEW,9.66
01/04/2023,14,4,N,LZ_AEN,LZEW,2.30
01/04/2023,14,4,N,LZ_AEN,LZ,2.30
01/04/2023,14,1,N,LZ_CPS,LZEW,14.32
01/04/2023,14,1,N,LZ_CPS,LZ,14.32
01/04/2023,14,2,N,LZ_CPS,LZ,13.65
01/04/2023,14,2,N,LZ_CPS,LZEW,13.65
01/04/2023,14,3,N,LZ_CPS,LZ,10.11
01/04/2023,14,3,N,LZ_CPS,LZEW,10.10
01/04/2023,14,4,N,LZ_CPS,LZ,2.41
01/04/2023,14,4,N,LZ_CPS,LZEW,2.41
01/04/2023,14,1,N,LZ_HOUSTON,LZ,14.56
01/04/2023,14,1,N,LZ_HOUSTON,LZEW,14.56
01/04/2023,14,2,N,LZ_HOUSTON,LZ,13.39
01/04/2023,14,2,N,LZ_HOUSTON,LZEW,13.39
01/04/2023,14,3,N,LZ_HOUSTON,LZ,9.61
01/04/2023,14,3,N,LZ_HOUSTON,LZEW,9.60
01/04/2023,14,4,N,LZ_HOUSTON,LZ,2.34
01/04/2023,14,4,N,LZ_HOUSTON,LZEW,2.34
01/04/2023,14,1,N,LZ_LCRA,LZ,14.21
01/04/2023,14,1,N,LZ_LCRA,LZEW,14.21
01/04/2023,14,2,N,LZ_LCRA,LZ,13.57
01/04/2023,14,2,N,LZ_LCRA,LZEW,13.57
01/04/2023,14,3,N,LZ_LCRA,LZEW,10.03
01/04/2023,14,3,N,LZ_LCRA,LZ,10.03
01/04/2023,14,4,N,LZ_LCRA,LZ,2.36
01/04/2023,14,4,N,LZ_LCRA,LZEW,2.36
01/04/2023,14,1,N,LZ_NORTH,LZ,15.29
01/04/2023,14,1,N,LZ_NORTH,LZEW,15.29
01/04/2023,14,2,N,LZ_NORTH,LZ,13.68
01/04/2023,14,2,N,LZ_NORTH,LZEW,13.69
01/04/2023,14,3,N,LZ_NORTH,LZ,9.60
01/04/2023,14,3,N,LZ_NORTH,LZEW,9.60
01/04/2023,14,4,N,LZ_NORTH,LZ,2.45
01/04/2023,14,4,N,LZ_NORTH,LZEW,2.45
01/04/2023,14,1,N,LZ_RAYBN,LZ,15.11
01/04/2023,14,1,N,LZ_RAYBN,LZEW,15.11
01/04/2023,14,2,N,LZ_RAYBN,LZEW,13.54
01/04/2023,14,2,N,LZ_RAYBN,LZ,13.53
01/04/2023,14,3,N,LZ_RAYBN,LZ,9.48
01/04/2023,14,3,N,LZ_RAYBN,LZEW,9.48
01/04/2023,14,4,N,LZ_RAYBN,LZ,2.40
01/04/2023,14,4,N,LZ_RAYBN,LZEW,2.40
01/04/2023,14,1,N,LZ_SOUTH,LZ,14.22
01/04/2023,14,1,N,LZ_SOUTH,LZEW,14.22
01/04/2023,14,2,N,LZ_SOUTH,LZ,13.40
01/04/2023,14,2,N,LZ_SOUTH,LZEW,13.40
01/04/2023,14,3,N,LZ_SOUTH,LZ,9.83
01/04/2023,14,3,N,LZ_SOUTH,LZEW,9.84
01/04/2023,14,4,N,LZ_SOUTH,LZ,2.35
01/04/2023,14,4,N,LZ_SOUTH,LZEW,2.35
01/04/2023,14,1,N,LZ_WEST,LZ,13.01
01/04/2023,14,1,N,LZ_WEST,LZEW,13.01
01/04/2023,14,2,N,LZ_WEST,LZ,11.19
01/04/2023,14,2,N,LZ_WEST,LZEW,11.19
01/04/2023,14,3,N,LZ_WEST,LZ,7.64
01/04/2023,14,3,N,LZ_WEST,LZEW,7.64
01/04/2023,14,4,N,LZ_WEST,LZ,1.81
01/04/2023,14,4,N,LZ_WEST,LZEW,1.81
01/04/2023,15,1,N,HB_BUSAVG,SH,0.47
01/04/2023,15,2,N,HB_BUSAVG,SH,0.45
01/04/2023,15,3,N,HB_BUSAVG,SH,0.91
01/04/2023,15,4,N,HB_BUSAVG,SH,1.94
01/04/2023,15,1,N,HB_HOUSTON,HU,0.44
01/04/2023,15,2,N,HB_HOUSTON,HU,0.48
01/04/2023,15,3,N,HB_HOUSTON,HU,1.08
01/04/2023,15,4,N,HB_HOUSTON,HU,2.43
01/04/2023,15,1,N,HB_HUBAVG,AH,0.42
01/04/2023,15,2,N,HB_HUBAVG,AH,0.40
01/04/2023,15,3,N,HB_HUBAVG,AH,0.87
01/04/2023,15,4,N,HB_HUBAVG,AH,1.91
01/04/2023,15,1,N,HB_NORTH,HU,0.56
01/04/2023,15,2,N,HB_NORTH,HU,0.48
01/04/2023,15,3,N,HB_NORTH,HU,0.84
01/04/2023,15,4,N,HB_NORTH,HU,1.63
01/04/2023,15,1,N,HB_PAN,HU,0.44
01/04/2023,15,2,N,HB_PAN,HU,0.29
01/04/2023,15,3,N,HB_PAN,HU,0.46
01/04/2023,15,4,N,HB_PAN,HU,0.82
01/04/2023,15,1,N,HB_SOUTH,HU,0.36
01/04/2023,15,2,N,HB_SOUTH,HU,0.51
01/04/2023,15,3,N,HB_SOUTH,HU,1.36
01/04/2023,15,4,N,HB_SOUTH,HU,3.27
01/04/2023,15,1,N,HB_WEST,HU,0.34
01/04/2023,15,2,N,HB_WEST,HU,0.14
01/04/2023,15,3,N,HB_WEST,HU,0.21
01/04/2023,15,4,N,HB_WEST,HU,0.31
01/04/2023,15,1,N,LZ_AEN,LZ,0.35
01/04/2023,15,1,N,LZ_AEN,LZEW,0.35
01/04/2023,15,2,N,LZ_AEN,LZ,0.46
01/04/2023,15,2,N,LZ_AEN,LZEW,0.46
01/04/2023,15,3,N,LZ_AEN,LZ,1.22
01/04/2023,15,3,N,LZ_AEN,LZEW,1.22
01/04/2023,15,4,N,LZ_AEN,LZ,2.92
01/04/2023,15,4,N,LZ_AEN,LZEW,2.92
01/04/2023,15,1,N,LZ_CPS,LZ,0.34
01/04/2023,15,1,N,LZ_CPS,LZEW,0.34
01/04/2023,15,2,N,LZ_CPS,LZ,0.55
01/04/2023,15,2,N,LZ_CPS,LZEW,0.55
01/04/2023,15,3,N,LZ_CPS,LZ,1.50
01/04/2023,15,3,N,LZ_CPS,LZEW,1.50
01/04/2023,15,4,N,LZ_CPS,LZ,3.67
01/04/2023,15,4,N,LZ_CPS,LZEW,3.68
01/04/2023,15,1,N,LZ_HOUSTON,LZ,0.44
01/04/2023,15,1,N,LZ_HOUSTON,LZEW,0.44
01/04/2023,15,2,N,LZ_HOUSTON,LZEW,0.48
01/04/2023,15,2,N,LZ_HOUSTON,LZ,0.48
01/04/2023,15,3,N,LZ_HOUSTON,LZ,1.09
01/04/2023,15,3,N,LZ_HOUSTON,LZEW,1.09
01/04/2023,15,4,N,LZ_HOUSTON,LZ,2.45
01/04/2023,15,4,N,LZ_HOUSTON,LZEW,2.45
01/04/2023,15,1,N,LZ_LCRA,LZ,0.31
01/04/2023,15,1,N,LZ_LCRA,LZEW,0.31
01/04/2023,15,2,N,LZ_LCRA,LZ,0.52
01/04/2023,15,2,N,LZ_LCRA,LZEW,0.52
01/04/2023,15,3,N,LZ_LCRA,LZ,1.48
01/04/2023,15,3,N,LZ_LCRA,LZEW,1.48
01/04/2023,15,4,N,LZ_LCRA,LZ,3.64
01/04/2023,15,4,N,LZ_LCRA,LZEW,3.64
01/04/2023,15,1,N,LZ_NORTH,LZ,0.62
01/04/2023,15,1,N,LZ_NORTH,LZEW,0.62
01/04/2023,15,2,N,LZ_NORTH,LZ,0.53
01/04/2023,15,2,N,LZ_NORTH,LZEW,0.53
01/04/2023,15,3,N,LZ_NORTH,LZ,0.89
01/04/2023,15,3,N,LZ_NORTH,LZEW,0.89
01/04/2023,15,4,N,LZ_NORTH,LZ,1.66
01/04/2023,15,4,N,LZ_NORTH,LZEW,1.66
01/04/2023,15,1,N,LZ_RAYBN,LZ,0.59
01/04/2023,15,1,N,LZ_RAYBN,LZEW,0.59
01/04/2023,15,2,N,LZ_RAYBN,LZ,0.50
01/04/2023,15,2,N,LZ_RAYBN,LZEW,0.50
01/04/2023,15,3,N,LZ_RAYBN,LZ,0.85
01/04/2023,15,3,N,LZ_RAYBN,LZEW,0.85
01/04/2023,15,4,N,LZ_RAYBN,LZ,1.61
01/04/2023,15,4,N,LZ_RAYBN,LZEW,1.60
01/04/2023,15,1,N,LZ_SOUTH,LZ,0.36
01/04/2023,15,1,N,LZ_SOUTH,LZEW,0.36
01/04/2023,15,2,N,LZ_SOUTH,LZ,0.50
01/04/2023,15,2,N,LZ_SOUTH,LZEW,0.51
01/04/2023,15,3,N,LZ_SOUTH,LZ,1.33
01/04/2023,15,3,N,LZ_SOUTH,LZEW,1.33
01/04/2023,15,4,N,LZ_SOUTH,LZ,3.19
01/04/2023,15,4,N,LZ_SOUTH,LZEW,3.19
01/04/2023,15,1,N,LZ_WEST,LZ,0.31
01/04/2023,15,1,N,LZ_WEST,LZEW,0.31
01/04/2023,15,2,N,LZ_WEST,LZ,0.09
01/04/2023,15,2,N,LZ_WEST,LZEW,0.09
01/04/2023,15,3,N,LZ_WEST,LZ,0.08
01/04/2023,15,3,N,LZ_WEST,LZEW,0.08
01/04/2023,15,4,N,LZ_WEST,LZ,0.02
01/04/2023,15,4,N,LZ_WEST,LZEW,0.02
01/04/2023,16,1,N,HB_BUSAVG,SH,2.48
01/04/2023,16,2,N,HB_BUSAVG,SH,4.48
01/04/2023,16,3,N,HB_BUSAVG,SH,6.77
01/04/2023,16,4,N,HB_BUSAVG,SH,5.81
01/04/2023,16,1,N,HB_HOUSTON,HU,3.14
01/04/2023,16,2,N,HB_HOUSTON,HU,5.59
01/04/2023,16,3,N,HB_HOUSTON,HU,8.66
01/04/2023,16,4,N,HB_HOUSTON,HU,7.22
01/04/2023,16,1,N,HB_HUBAVG,AH,2.45
01/04/2023,16,2,N,HB_HUBAVG,AH,4.45
01/04/2023,16,3,N,HB_HUBAVG,AH,6.77
01/04/2023,16,4,N,HB_HUBAVG,AH,5.78
01/04/2023,16,1,N,HB_NORTH,HU,2.03
01/04/2023,16,2,N,HB_NORTH,HU,3.69
01/04/2023,16,3,N,HB_NORTH,HU,5.37
01/04/2023,16,4,N,HB_NORTH,HU,4.79
01/04/2023,16,1,N,HB_PAN,HU,0.98
01/04/2023,16,2,N,HB_PAN,HU,2
01/04/2023,16,3,N,HB_PAN,HU,2.62
01/04/2023,16,4,N,HB_PAN,HU,2.66
01/04/2023,16,1,N,HB_SOUTH,HU,4.30
01/04/2023,16,2,N,HB_SOUTH,HU,7.56
01/04/2023,16,3,N,HB_SOUTH,HU,12.05
01/04/2023,16,4,N,HB_SOUTH,HU,9.74
01/04/2023,16,1,N,HB_WEST,HU,0.34
01/04/2023,16,2,N,HB_WEST,HU,0.97
01/04/2023,16,3,N,HB_WEST,HU,0.99
01/04/2023,16,4,N,HB_WEST,HU,1.38
01/04/2023,16,1,N,LZ_AEN,LZ,3.84
01/04/2023,16,1,N,LZ_AEN,LZEW,3.84
01/04/2023,16,2,N,LZ_AEN,LZ,6.80
01/04/2023,16,2,N,LZ_AEN,LZEW,6.80
01/04/2023,16,3,N,LZ_AEN,LZ,10.74
01/04/2023,16,3,N,LZ_AEN,LZEW,10.74
01/04/2023,16,4,N,LZ_AEN,LZ,8.78
01/04/2023,16,4,N,LZ_AEN,LZEW,8.78
01/04/2023,16,1,N,LZ_CPS,LZ,4.85
01/04/2023,16,1,N,LZ_CPS,LZEW,4.85
01/04/2023,16,2,N,LZ_CPS,LZ,8.48
01/04/2023,16,2,N,LZ_CPS,LZEW,8.48
01/04/2023,16,3,N,LZ_CPS,LZ,13.54
01/04/2023,16,3,N,LZ_CPS,LZEW,13.55
01/04/2023,16,4,N,LZ_CPS,LZ,10.91
01/04/2023,16,4,N,LZ_CPS,LZEW,10.92
01/04/2023,16,1,N,LZ_HOUSTON,LZEW,3.17
01/04/2023,16,1,N,LZ_HOUSTON,LZ,3.17
01/04/2023,16,2,N,LZ_HOUSTON,LZ,5.65
01/04/2023,16,2,N,LZ_HOUSTON,LZEW,5.65
01/04/2023,16,3,N,LZ_HOUSTON,LZ,8.75
01/04/2023,16,3,N,LZ_HOUSTON,LZEW,8.76
01/04/2023,16,4,N,LZ_HOUSTON,LZ,7.29
01/04/2023,16,4,N,LZ_HOUSTON,LZEW,7.29
01/04/2023,16,1,N,LZ_LCRA,LZEW,4.81
01/04/2023,16,1,N,LZ_LCRA,LZ,4.81
01/04/2023,16,2,N,LZ_LCRA,LZ,8.43
01/04/2023,16,2,N,LZ_LCRA,LZEW,8.44
01/04/2023,16,3,N,LZ_LCRA,LZ,13.48
01/04/2023,16,3,N,LZ_LCRA,LZEW,13.49
01/04/2023,16,4,N,LZ_LCRA,LZ,10.88
01/04/2023,16,4,N,LZ_LCRA,LZEW,10.88
01/04/2023,16,1,N,LZ_NORTH,LZ,2.05
01/04/2023,16,1,N,LZ_NORTH,LZEW,2.05
01/04/2023,16,2,N,LZ_NORTH,LZ,3.69
01/04/2023,16,2,N,LZ_NORTH,LZEW,3.69
01/04/2023,16,3,N,LZ_NORTH,LZ,5.32
01/04/2023,16,3,N,LZ_NORTH,LZEW,5.32
01/04/2023,16,4,N,LZ_NORTH,LZ,4.78
01/04/2023,16,4,N,LZ_NORTH,LZEW,4.77
01/04/2023,16,1,N,LZ_RAYBN,LZ,1.99
01/04/2023,16,1,N,LZ_RAYBN,LZEW,1.99
01/04/2023,16,2,N,LZ_RAYBN,LZ,3.61
01/04/2023,16,2,N,LZ_RAYBN,LZEW,3.60
01/04/2023,16,3,N,LZ_RAYBN,LZEW,5.21
01/04/2023,16,3,N,LZ_RAYBN,LZ,5.21
01/04/2023,16,4,N,LZ_RAYBN,LZ,4.68
01/04/2023,16,4,N,LZ_RAYBN,LZEW,4.68
01/04/2023,16,1,N,LZ_SOUTH,LZ,4.19
01/04/2023,16,1,N,LZ_SOUTH,LZEW,4.20
01/04/2023,16,2,N,LZ_SOUTH,LZ,7.38
01/04/2023,16,2,N,LZ_SOUTH,LZEW,7.38
01/04/2023,16,3,N,LZ_SOUTH,LZ,11.81
01/04/2023,16,3,N,LZ_SOUTH,LZEW,11.78
01/04/2023,16,4,N,LZ_SOUTH,LZ,9.51
01/04/2023,16,4,N,LZ_SOUTH,LZEW,9.45
01/04/2023,16,1,N,LZ_WEST,LZ,-0.04
01/04/2023,16,1,N,LZ_WEST,LZEW,-0.04
01/04/2023,16,2,N,LZ_WEST,LZ,0.33
01/04/2023,16,2,N,LZ_WEST,LZEW,0.33
01/04/2023,16,3,N,LZ_WEST,LZ,-0.04
01/04/2023,16,3,N,LZ_WEST,LZEW,-0.04
01/04/2023,16,4,N,LZ_WEST,LZ,0.56
